date,open,high,low,close,volume
15-03-2017,123.2239,123.6915,120.577,121.9145,2640596
16-03-2017,122.0828,123.3127,122.0828,123.2145,1035691
17-03-2017,122.803,123.1117,121.4655,121.5778,2153129
20-03-2017,121.5123,121.8023,120.8483,121.2972,1261416
21-03-2017,122.0641,122.5131,119.5014,119.9036,1063631
22-03-2017,119.9504,120.3628,119.0432,120.1749,2042672
23-03-2017,120.2216,121.6245,119.6043,120.7921,858652
24-03-2017,121.1008,122.3354,120.549,121.2972,982362
27-03-2017,120.2216,120.7267,119.6885,120.1374,1147761
28-03-2017,120.0065,120.8576,119.5622,120.39,774961
29-03-2017,120.2871,120.3572,119.4827,120.0065,774203
30-03-2017,120.0159,121.1195,119.7633,121.026,641943
31-03-2017,120.8015,123.0088,120.5396,122.2792,1408046
03-04-2017,122.0361,123.1958,120.3339,120.9792,1628138
04-04-2017,120.5303,120.6358,119.3425,120.4835,1365385
05-04-2017,121.0821,123.121,120.1795,121.7461,1494262
06-04-2017,121.6339,122.2044,120.8108,121.5497,895809
07-04-2017,121.3253,122.1296,121.0073,121.6339,976925
10-04-2017,121.6339,121.9051,120.5116,121.2037,821471
11-04-2017,121.0821,121.2224,120.1936,120.8389,806624
12-04-2017,121.503,121.503,120.1094,120.5864,650093
13-04-2017,120.2123,120.895,119.9597,119.9784,610390
17-04-2017,121.0447,122.3915,120.8296,122.298,820696
18-04-2017,121.7087,122.616,121.3814,122.0735,796738
19-04-2017,122.5972,122.6908,121.8771,122.1202,1002204
20-04-2017,122.3728,123.6354,122.3728,123.3361,985392
21-04-2017,123.3642,124.234,122.8872,123.0088,1274221
24-04-2017,124.6642,125.8614,124.075,125.2348,2049153
25-04-2017,125.693,127.9003,124.2153,126.8341,2012912
26-04-2017,127.1708,127.1989,125.4873,125.5434,1110748
27-04-2017,125.9549,126.5254,125.5527,126.3477,839384
28-04-2017,125.8053,126.2168,125.2815,125.506,1422006
01-05-2017,125.8988,126.7258,125.4405,126.2823,940982
02-05-2017,126.1233,127.3111,126.1233,126.6938,955752
03-05-2017,126.3384,126.965,125.9456,126.6003,753065
04-05-2017,127.1521,128.6672,126.7499,127.7694,2005785
05-05-2017,127.7226,129.1162,127.4981,128.6485,1056274
08-05-2017,128.5831,128.9572,127.601,128.0032,1116539
09-05-2017,127.9564,128.7888,127.9564,128.4241,850368
10-05-2017,128.0687,129.0133,127.6571,128.9478,787366
11-05-2017,128.4147,128.511,127.6571,128.4521,727468
12-05-2017,128.0593,128.4521,127.5449,127.8536,720345
15-05-2017,128.0032,129.5184,127.7413,129.4248,659317
16-05-2017,129.4248,130.4256,128.9665,130.0234,1097284
17-05-2017,129.0414,129.4622,127.6571,127.7226,986082
18-05-2017,127.7787,129.3126,127.4046,128.555,909451
19-05-2017,128.7795,129.9954,128.1715,129.2004,752265
22-05-2017,129.4716,130.1918,129.2752,129.7989,601968
23-05-2017,129.6119,130.2198,128.7514,129.2565,812543
24-05-2017,129.702,131.0622,129.2283,130.8652,759994
25-05-2017,131.2404,132.169,131.1653,131.9721,506279
26-05-2017,131.9158,132.366,131.1278,131.5218,973151
30-05-2017,131.3623,132.1871,131.095,132.0846,635887
31-05-2017,132.1034,134.0732,131.8267,133.9607,1437530
01-06-2017,134.3359,136.2964,134.2186,134.7955,1798602
02-06-2017,135.1332,135.6773,134.214,135.227,1175041
05-06-2017,135.2552,135.7148,134.8518,135.4522,583953
06-06-2017,135.0769,135.4146,134.5141,135.0113,1057584
07-06-2017,135.424,137.2532,135.1707,136.9624,1339007
08-06-2017,136.953,137.347,135.9212,136.5872,1422975
09-06-2017,136.6716,138.3976,135.8133,137.7128,1064606
12-06-2017,137.3188,137.9192,135.4053,136.6622,1293087
13-06-2017,136.8592,137.7785,135.8368,137.422,1137025
14-06-2017,137.3845,138.9792,137.15,138.2756,1138570
15-06-2017,137.7879,139.2887,137.1969,139.2418,857060
16-06-2017,139.6077,139.9266,138.6884,139.2887,1324482
19-06-2017,140.3112,141.0804,139.5983,140.1423,1166971
20-06-2017,140.1142,140.1236,137.7597,138.0974,1331838
21-06-2017,138.0974,138.5383,135.8274,136.2213,1627521
22-06-2017,136.2307,136.6716,135.7148,136.3714,1327984
23-06-2017,136.7466,138.0036,136.1651,137.6096,1515291
26-06-2017,138.0505,138.9229,137.1125,137.2063,837371
27-06-2017,137.619,138.407,136.5403,137.0374,838101
28-06-2017,137.7972,139.814,137.4971,139.6733,1081515
29-06-2017,139.8703,140.5926,136.8311,136.9905,1404904
30-06-2017,137.3095,137.741,136.681,136.9436,1933996
03-07-2017,137.347,138.4913,136.6904,136.6904,599777
05-07-2017,137.0187,139.2231,137.0187,138.3882,1240818
06-07-2017,138.1443,138.7071,136.7185,137.2813,1015303
07-07-2017,137.4314,140.5175,136.9249,139.5701,1338370
10-07-2017,139.345,140.0204,138.8666,139.5795,1236998
11-07-2017,139.1199,139.345,137.8535,138.7353,800506
12-07-2017,139.2793,140.5926,138.8478,140.1799,970894
13-07-2017,140.0954,140.7145,139.1011,140.3768,1415139
14-07-2017,139.9735,140.6958,139.3825,140.208,1350289
17-07-2017,140.011,140.6676,139.3638,140.2455,1117102
18-07-2017,139.5701,140.8552,139.0073,140.5832,583950
19-07-2017,140.7145,141.0288,140.1189,140.8834,891965
20-07-2017,141.0147,142.2341,140.9021,141.7557,1046321
21-07-2017,141.5494,145.0764,141.5494,144.3166,2490028
24-07-2017,144.2415,145.5548,144.1946,145.1983,1080278
25-07-2017,146.2865,147.6747,145.0482,145.536,820131
26-07-2017,145.6767,146.5022,144.8325,145.0013,1093790
27-07-2017,148.5377,148.5377,142.4499,143.9414,1476431
28-07-2017,143.9601,144.537,142.8532,143.9601,1017743
31-07-2017,144.9451,145.2451,143.9695,144.0727,1444892
01-08-2017,144.4573,146.1833,144.4573,145.0482,1974105
02-08-2017,144.8137,145.1139,141.7557,142.6,1936904
03-08-2017,142.281,143.0127,142.1403,142.5062,1325286
04-08-2017,142.9189,143.2688,141.5869,141.6713,1107638
07-08-2017,142.1685,142.5249,141.3993,141.5963,776963
08-08-2017,141.5494,141.7839,138.8947,139.0917,1996619
09-08-2017,138.5571,141.54,137.9568,141.4274,1472251
10-08-2017,140.9678,141.5588,139.1199,139.148,907283
11-08-2017,139.814,140.7052,139.0917,139.2137,951260
14-08-2017,139.9453,141.7088,139.9453,141.2117,956132
15-08-2017,141.8965,142.9377,141.2398,142.1122,841811
16-08-2017,142.6938,143.538,141.7933,142.8345,1012500
17-08-2017,142.1403,143.3973,140.6489,140.677,956292
18-08-2017,140.8365,141.4743,139.9453,140.799,1615666
21-08-2017,140.8459,141.2117,139.8046,140.6958,769735
22-08-2017,141.2867,143.6201,140.9678,143.3692,668561
23-08-2017,142.2717,142.994,141.9152,141.9152,669945
24-08-2017,142.1677,142.7038,141.4905,142.4499,534912
25-08-2017,142.9578,143.5598,142.0266,142.2806,580159
28-08-2017,142.5157,143.0142,142.243,142.9578,568253
29-08-2017,141.8103,142.4687,141.0586,141.9514,952189
30-08-2017,141.6316,144.839,141.594,144.4157,1195383
31-08-2017,144.8484,145.3845,144.3404,145.1587,1373095
01-09-2017,145.4597,145.4691,144.0959,144.585,897141
05-09-2017,144.0771,145.7889,143.7197,144.0771,842129
